Total Trades,Win Ratio (%),Average Profit,Average Loss,Max Profit Trade,Max Loss Trade,Total Profit,Total Loss,Profit Factor
9586,46.6,72.45,-34.18,20571.31,-6028.96,323634.49,-172008.02,1.88
