stock_symbol,week_start_date,week_end_date,weekly_volume,volume_multiple,rsi_value
DISHTV,2022-11-21,2022-11-27,209925500,4.022578018266545,73.28605333127237
DIVISLAB,2023-04-10,2023-04-16,5779823,4.188449525705162,40.63864495139243
DIXON,2023-05-22,2023-05-28,8242737,5.328959018245516,83.31772804901667
DLF,2021-09-20,2021-09-26,180762372,5.1574112845575035,75.76614563244452
DLINKINDIA,2022-10-24,2022-10-30,10242142,4.768268039802056,88.73038840084313
DNAMEDIA,2021-05-31,2021-06-06,889132,3.216326432180194,87.50000074505802
DNAMEDIA,2022-06-06,2022-06-12,1400463,4.8614302459186165,72.36842390077645
DOLATALGO,2021-07-05,2021-07-11,9103378,4.65636803370437,72.31967035604475
DOLLAR,2020-11-09,2020-11-15,2645652,7.853772765751543,65.63380940087947
DOLLAR,2022-01-10,2022-01-16,3222760,7.420183342600619,74.25979884208859
DONEAR,2022-01-10,2022-01-16,679695,3.798055789418786,64.7363020667772
DREDGECORP,2024-05-20,2024-05-26,1314444,4.060499750552055,70.12086735791907
DRREDDY,2020-09-14,2020-09-20,182430785,6.845421702253643,81.24053316506681
DSSL,2022-04-11,2022-04-17,2155370,5.715746764726681,78.25404789223819
DSSL,2022-06-06,2022-06-12,955309,3.4179640889957477,71.67765500169875
DSSL,2023-01-23,2023-01-29,1255008,4.685622262848666,78.22948502053504
DUCON,2023-11-06,2023-11-12,2379971,5.2911211829727565,64.48598205808963
DUGLOBAL,2022-03-21,2022-03-27,906963,4.823540048450102,84.25342659288548
DYNPRO,2024-02-19,2024-02-25,722887,4.859553967071319,62.522682792057154
DYNPRO,2024-07-01,2024-07-07,869560,3.724663753962135,69.9482858294695
EASEMYTRIP,2022-04-04,2022-04-10,473650608,3.5695827356445107,82.67513492919787
ECLERX,2021-06-07,2021-06-13,954510,3.0411692581207186,83.024180677115
ECLERX,2023-05-22,2023-05-28,1027238,4.627510867851432,55.640353094578956
ECLERX,2023-10-02,2023-10-08,1648765,3.979129719856531,75.48147716986645
EDELWEISS,2021-07-05,2021-07-11,99021883,3.111785385963148,76.15148339987573
EIHAHOTELS,2024-01-15,2024-01-21,1888346,3.849496239206703,73.50355927338083
EIHOTEL,2020-11-09,2020-11-15,6800745,3.2447337101000118,61.35727545856052
EIHOTEL,2021-09-20,2021-09-26,15871160,8.815223209169533,65.34553177534288
EIHOTEL,2022-08-29,2022-09-04,12176488,3.302559679521343,78.36311490555474
EKC,2020-11-16,2020-11-22,2067087,8.116339777749129,71.8120833339411
EKC,2021-04-19,2021-04-25,30183692,9.715068734769758,83.08207370890514
EKC,2023-06-12,2023-06-18,14992776,5.307261259352065,82.11509321004887
ELECON,2024-01-08,2024-01-14,9141362,3.20449820209098,74.57857874379827
ELGIEQUIP,2020-11-09,2020-11-15,1787031,8.26372079867376,66.97652212763057
ELGIEQUIP,2023-02-06,2023-02-12,5012256,3.616923044727911,40.54292713000878
ELGIEQUIP,2024-01-22,2024-01-28,2950899,3.1146101784004787,70.07657608121
ELIN,2023-08-28,2023-09-03,4831024,4.332239542691388,62.11712251871934
EMIL,2023-07-03,2023-07-09,10536948,3.050154696415672,81.02767450004845
EMUDHRA,2023-05-08,2023-05-14,2074841,3.4095709746313956,70.11993188856232
EMUDHRA,2024-02-19,2024-02-25,7272183,4.8232437089492395,77.01585586067748
EMUDHRA,2024-03-18,2024-03-24,14896705,5.0976053749542025,93.76890653864325
EMUDHRA,2024-12-09,2024-12-15,1686903,3.387917806971974,66.59494390868274
ENDURANCE,2021-10-11,2021-10-17,1260252,3.373554480041117,64.17502881144802
ENDURANCE,2023-12-18,2023-12-24,1425910,3.0007144508110963,71.93399330928597
ENERGYDEV,2020-12-07,2020-12-13,674647,3.864178933501346,70.86092593936438
ENGINERSIN,2020-08-17,2020-08-23,40263203,3.2930825413442824,58.473011792690166
ENGINERSIN,2022-10-31,2022-11-06,17238768,4.513037431915634,63.65072290077952
ENGINERSIN,2023-11-06,2023-11-12,44645289,3.0772383550424256,43.041365969402364
ENIL,2024-01-08,2024-01-14,4226510,6.054788796792945,70.21040348715778
EPL,2022-12-12,2022-12-18,12973952,8.182624441124178,61.79737141957714
EPL,2023-03-27,2023-04-02,4314769,3.312803345995343,49.088153427597966
EPL,2024-07-01,2024-07-07,35045563,7.859651904536086,73.70640835442475
ESABINDIA,2021-09-13,2021-09-19,550136,3.1553119449696685,76.18594363855428
ESCORTS,2021-11-15,2021-11-21,28946886,4.289080342993437,78.31937370862639
ESCORTS,2022-11-21,2022-11-27,8041374,4.659856171805734,72.0207484461285
ESCORTS,2024-09-16,2024-09-22,2795318,3.2935355076180612,44.90463729552129
ESSENTIA,2021-03-15,2021-03-21,1148518,3.7315068315124633,88.1355321448205
ESTER,2020-10-05,2020-10-11,5199664,4.303147058933063,79.62930527752633
ETHOSLTD,2023-11-13,2023-11-19,631415,4.021990691591008,79.74087407870111
EXCEL,2022-06-27,2022-07-03,43093365,8.095881455040743,52.511441250556246
EXCELINDUS,2020-06-08,2020-06-14,592168,3.476293162490167,59.95246045564696
EXIDEIND,2022-07-25,2022-07-31,22003851,3.0525633634193268,51.98113625267564
EXIDEIND,2022-09-05,2022-09-11,39578668,3.3332848324161604,72.33642712975302
EXIDEIND,2023-05-15,2023-05-21,46807343,4.513661786039033,67.99998113615587
FACT,2022-12-12,2022-12-18,79191295,12.478941310172337,85.78908054927581
FACT,2024-11-25,2024-12-01,10695041,12.44357721319623,50.860972271994314
FCL,2023-11-20,2023-11-26,6203710,3.7497382041778735,68.75025840542555
FCL,2024-02-12,2024-02-18,14018617,6.689695476685042,76.1401090928234
FCONSUMER,2021-05-31,2021-06-06,204636105,8.104270101749918,53.93258872439733
FCONSUMER,2024-01-22,2024-01-28,44253297,3.6106988663522213,75.00000248352701
FCSSOFT,2020-12-07,2020-12-13,38709533,6.453825801065158,64.28571611034661
FDC,2021-04-05,2021-04-11,2846171,3.3117866806918497,42.500843304980165
FDC,2023-04-17,2023-04-23,3312983,12.13958950657244,61.391691889635865
FDC,2023-11-20,2023-11-26,3322334,3.322429242971632,55.578581013100724
FDC,2024-07-01,2024-07-07,4534910,5.10433516919209,70.25998279533749
FIEMIND,2024-08-19,2024-08-25,1944663,3.399162268645029,76.21358447496186
FINCABLES,2020-11-23,2020-11-29,3017789,5.73230650292508,55.70254518179696
FINCABLES,2023-02-13,2023-02-19,9019903,10.47997078279756,72.65933223475521
FINCABLES,2023-07-17,2023-07-23,8230674,4.4503990116561525,64.42408687996215
FINEORG,2024-07-01,2024-07-07,538235,3.162863355010577,84.19304320579104
FINPIPE,2020-06-22,2020-06-28,3724955,3.5718762885279856,72.25685611906793
FINPIPE,2023-08-28,2023-09-03,19966970,3.5601345282484806,81.48521058371638
FIVESTAR,2024-12-16,2024-12-22,19354789,3.013394611115668,51.427601024219825
FLEXITUFF,2020-08-17,2020-08-23,556255,9.563479441927637,64.7058816458174
FLEXITUFF,2024-03-25,2024-03-31,566676,4.600949945195469,40.21244216450201
FMGOETZE,2023-09-04,2023-09-10,4571778,8.507778239909783,78.12934884120402
FMNL,2020-06-22,2020-06-28,945836,7.366553475186143,79.16666642138006
FMNL,2024-10-14,2024-10-20,1683203,6.16535291747555,71.15384503165006
FOCUS,2021-07-12,2021-07-18,1875000,4.6875,90.42855035239388
FOCUS,2021-11-15,2021-11-21,840000,3.4285714285714284,55.88234909487512
FOCUS,2022-02-07,2022-02-13,1936240,12.748555595182575,76.75054629637827
FOCUS,2022-02-14,2022-02-20,5496875,12.062750992999627,80.4687496541208
FOCUS,2023-02-13,2023-02-19,2363485,3.245170886872547,80.33100197744918
FRETAIL,2024-06-03,2024-06-09,3634917,10.929741854750887,51.85185021660771
FSC,2025-01-06,2025-01-12,579695,7.86868222981854,51.88284331001985
FSL,2023-01-30,2023-02-05,23861653,3.1369008558658855,62.61151171333461
FSL,2023-07-17,2023-07-23,31086644,3.516701203656535,76.600199262072
GAEL,2023-04-10,2023-04-16,9740844,3.847968127573978,60.447755666403474
GAIL,2020-11-30,2020-12-06,416736166,3.389776932828342,65.89860893801688
GANESHBE,2022-04-04,2022-04-10,2541503,3.395412446713641,66.11940368190068
GANESHHOUC,2022-07-11,2022-07-17,704076,4.357683456309759,59.01575983676667
GENUSPAPER,2022-04-18,2022-04-24,19984125,3.5572628092433902,75.00000110378974
GENUSPOWER,2022-11-21,2022-11-27,8100085,4.503404343367449,68.88605483230992
GEOJITFSL,2023-06-19,2023-06-25,3486353,3.006780526383423,62.69112061097145
GEOJITFSL,2023-08-21,2023-08-27,5386918,3.3175992171980755,89.29352220410414
GEPIL,2023-06-05,2023-06-11,8281098,6.5805178133168685,71.16868176865997
GESHIP,2023-12-18,2023-12-24,7752053,3.6179238150353763,70.4556620208454
GHCL,2022-01-10,2022-01-16,3268479,3.5412119289282815,49.61618926479153
GICHSGFIN,2023-11-20,2023-11-26,4804324,3.7006938332989914,61.9708159195221
GICHSGFIN,2024-06-10,2024-06-16,8214543,5.652699207947295,55.04429088353687
GICL,2024-12-16,2024-12-22,1774500,5.154684095860566,52.8581033295968
GICRE,2023-11-20,2023-11-26,32316217,6.612684109458053,89.56488269847856
GILLANDERS,2024-01-15,2024-01-21,1255883,3.1633947361681996,77.38990602322319
GILLANDERS,2024-11-11,2024-11-17,636832,6.471299953256149,61.251583509471736
GINNIFILA,2023-06-05,2023-06-11,896708,6.144423849772336,60.663507880152686
GIPCL,2020-11-30,2020-12-06,5509425,4.570969214365293,55.58930810311442
GIPCL,2021-06-07,2021-06-13,13748435,5.010068651219808,50.85576519263971
GIPCL,2022-01-10,2022-01-16,4064733,4.422937092055183,48.41737329526152
GIPCL,2023-07-03,2023-07-09,11892594,4.463012827268602,79.63447968394652
GLENMARK,2023-02-13,2023-02-19,14277958,5.422283226709804,56.811940584062654
GLOBAL,2021-12-20,2021-12-26,983965,6.8793908073434045,73.71543409609956
GLOBALVECT,2024-04-22,2024-04-28,809014,5.000776786247793,84.88735152695787
GLOBE,2024-02-19,2024-02-25,9030961,5.235123729678012,67.12036428511104
GLOBUSSPR,2023-05-15,2023-05-21,2400843,8.865627659908384,69.74271901421069
GMBREW,2023-09-04,2023-09-10,1732084,8.366787589544922,81.2753152781052
GMDCLTD,2021-05-03,2021-05-09,31784998,5.682356349465265,63.44314302126778
GMDCLTD,2023-08-21,2023-08-27,69831715,6.339893949122488,79.1312680107945
GNA,2023-01-02,2023-01-08,950872,3.186992015247782,67.12012555298469
GNFC,2021-02-22,2021-02-28,20419957,3.7665255272101605,79.38296768746739
GOCLCORP,2022-01-10,2022-01-16,530457,3.12554146563737,61.54690834782878
GOCLCORP,2023-10-02,2023-10-08,4383209,7.499812214204135,78.8013112914134
GODFRYPHLP,2021-09-27,2021-10-03,2649014,9.04657647458588,75.0656281889488
GODFRYPHLP,2022-10-17,2022-10-23,1537277,3.4235101023972874,76.9273323349822
GODREJAGRO,2024-06-17,2024-06-23,4365775,4.030096817465638,71.06990921855599
GODREJIND,2020-11-16,2020-11-22,1858976,4.146148221694292,59.72619731617398
GODREJIND,2023-01-02,2023-01-08,4990864,4.030392566841587,52.98109270983389
GODREJPROP,2023-04-10,2023-04-16,7436504,3.573304763354678,55.209963394946804
GOENKA,2020-06-08,2020-06-14,5831397,4.125826913380278,89.47368470585577
GOKEX,2022-05-02,2022-05-08,14938512,6.268863682556318,62.296390083120194
GOKEX,2024-12-09,2024-12-15,5349007,9.488277584527866,69.05662833823375
GOLDENTOBC,2021-07-26,2021-08-01,1777428,9.54647526991257,81.32935047415347
GOLDIAM,2023-11-20,2023-11-26,12413650,5.816707629103132,80.9628177263538
GOLDSTAR,2021-03-29,2021-04-04,4050000,13.846153846153847,42.72740439900632
GOLDSTAR,2021-08-16,2021-08-22,1350000,15.0,57.77771155072627
GOLDSTAR,2022-04-04,2022-04-10,2430000,4.153846153846154,53.15324937426994
GOLDTECH,2021-08-30,2021-09-05,1313569,3.9231411355655057,78.98089024951825
GOLDTECH,2023-01-16,2023-01-22,1164961,8.770172385453826,50.99075261278953
GOLDTECH,2023-07-03,2023-07-09,1464545,3.249291423310093,83.2145230866113
GOODLUCK,2021-07-12,2021-07-18,14800647,5.524887878608588,91.86925038201707
GOODLUCK,2023-10-02,2023-10-08,6277406,7.875219857100204,94.90053948377707
GPIL,2023-06-12,2023-06-18,9594711,6.3119589733333905,66.47558390566039
GPPL,2022-11-07,2022-11-13,15694882,3.863968414436522,68.96551395877174
GPTINFRA,2023-01-16,2023-01-22,1644588,3.010527587551416,44.581893726551876
GPTINFRA,2023-12-25,2023-12-31,2035168,3.7556893535457423,93.63349356967463
GRAPHITE,2022-11-14,2022-11-20,7166339,4.186134770885289,47.63166972102265
GRAPHITE,2024-09-16,2024-09-22,28458556,6.768706218804733,55.67177987106918
GRAVITA,2021-02-22,2021-02-28,6141857,4.26560453897189,88.59427362918663
GRAVITA,2021-05-03,2021-05-09,2048382,3.1205554405934244,67.91951194234605
GREAVESCOT,2020-11-23,2020-11-29,22362645,7.6988422921245725,53.522721883522784
GREAVESCOT,2021-06-07,2021-06-13,23405885,3.1825321555486212,50.901140109443844
GREAVESCOT,2023-08-28,2023-09-03,21603157,3.7003030921820055,51.01415265105126
GREENLAM,2023-06-05,2023-06-11,2757321,8.436827037132607,82.78481890528286
GREENPANEL,2020-10-05,2020-10-11,1367537,3.9188988980096546,80.9414598954386
GREENPLY,2021-02-08,2021-02-14,17084272,5.011452960882406,78.3904740326311
GREENPOWER,2020-06-08,2020-06-14,9994621,9.569578597034132,71.01450596946688
GRINDWELL,2021-05-03,2021-05-09,1417298,7.550734314787519,75.528113451495
GRINDWELL,2022-08-01,2022-08-07,939509,4.050905678112384,63.534258508062194
GSFC,2022-07-18,2022-07-24,40412146,4.483015642094564,46.49386105128141
GTL,2024-07-01,2024-07-07,3216081,3.014790474526943,72.64309207515981
GUFICBIO,2024-08-19,2024-08-25,1726749,5.143177547824059,60.17325703536334
GUJALKALI,2020-08-24,2020-08-30,4942499,6.174212129357213,65.88233725742725
GUJALKALI,2022-03-28,2022-04-03,14599016,7.40283742163429,77.09221439434529
GUJALKALI,2023-08-28,2023-09-03,2412662,6.162096308694549,67.37778689470377
GUJALKALI,2024-09-09,2024-09-15,2314643,7.503944636229489,66.83840222191003
GUJAPOLLO,2024-01-15,2024-01-21,1757907,3.9130368003704,88.48871576648929
GULFPETRO,2024-08-26,2024-09-01,8195071,3.4255952799788547,65.54225999500783
HAPPSTMNDS,2022-07-18,2022-07-24,6185207,4.26484036631121,43.93257938193283
HAPPSTMNDS,2023-12-04,2023-12-10,3845342,3.336675786391912,41.90645364896323
HARDWYN,2023-05-29,2023-06-04,51327507,5.958762847501335,82.15478503488842
HARSHA,2024-12-02,2024-12-08,977815,3.7611572298336458,51.59381398010523
HARSHA,2024-12-30,2025-01-05,1349044,3.0917963117379386,50.304601105956436
HATSUN,2023-07-17,2023-07-23,1257782,7.190249749183716,89.46174692714004
HAVISHA,2022-01-10,2022-01-16,1662518,3.138054006032549,91.22807369778167
HBLPOWER,2022-08-29,2022-09-04,46560133,3.2574107632211953,53.9068699821039
HBLPOWER,2023-06-05,2023-06-11,85178637,5.978976660735365,74.16067407455574
HCC,2021-12-06,2021-12-12,224097652,6.188105722247706,79.29687238065549
HCG,2020-11-23,2020-11-29,1608601,6.330794221766569,68.6829208746189
HCG,2023-05-15,2023-05-21,1497796,4.701526948786241,66.64775258862642
HCLTECH,2020-09-14,2020-09-20,82627813,3.019342593070282,89.58638720143381
HDFCBANK,2024-11-25,2024-12-01,277389872,4.213235769551283,66.76799693567307
HEIDELBERG,2023-10-02,2023-10-08,8410408,3.779266210850057,74.62644140402062
HEIDELBERG,2023-12-11,2023-12-17,7673967,3.9076099681994,84.37261828989857
HERANBA,2023-12-25,2023-12-31,1903517,3.6125419656531648,59.15894940747543
HERCULES,2022-09-05,2022-09-11,1080819,6.309374580423459,76.84918569906866
HERCULES,2024-03-11,2024-03-17,5811583,8.802590174835034,72.96170308758427
HERITGFOOD,2023-12-18,2023-12-24,9361276,7.057774764279711,67.87480591202535
HEROMOTOCO,2022-01-17,2022-01-23,6397251,3.4753247769200115,41.75254269066317
HEUBACHIND,2021-02-08,2021-02-14,750022,3.895078323399732,70.75070618175215
HEUBACHIND,2023-06-05,2023-06-11,708345,12.380948219357657,65.74386777393559
HEXATRADEX,2022-04-11,2022-04-17,791225,3.4035574482728954,71.04216622251212
HFCL,2023-12-18,2023-12-24,362439922,8.885515596000772,61.621232064874185
HGINFRA,2020-08-17,2020-08-23,1126332,6.147032311525199,66.15339408915918
HGS,2022-07-11,2022-07-17,1468391,3.0347466568291,61.98106734956175
HIKAL,2020-07-27,2020-08-02,16851764,3.124265835758686,75.38373194331245
HIKAL,2023-12-18,2023-12-24,2743615,3.7618671753883057,49.43184349728233
HIKAL,2024-09-09,2024-09-15,12505753,8.41895223960042,71.39913870112528
HILTON,2023-01-09,2023-01-15,3440121,3.3336950092917017,57.039582308481314
HIMATSEIDE,2020-12-07,2020-12-13,4683300,3.154001446136792,70.07545314269169
HIMATSEIDE,2024-09-16,2024-09-22,18783632,4.182904093287002,72.79889484039694
HINDCON,2021-07-12,2021-07-18,4331265,5.502511190253363,87.09956659782553
HINDCON,2023-11-20,2023-11-26,1820161,5.17519273755327,73.34570382943606
HINDCOPPER,2023-07-31,2023-08-06,151100128,5.231963806890907,91.48266022134193
HINDCOPPER,2023-12-18,2023-12-24,203588961,4.414896898237011,75.69533151803608
HINDOILEXP,2023-02-13,2023-02-19,4698193,4.550977964794817,54.22924279477395
HINDPETRO,2023-11-06,2023-11-12,89706205,3.788329344706798,63.337376981116854
HINDWAREAP,2020-08-17,2020-08-23,1673795,3.397476276662325,63.2611747366311
HINDWAREAP,2022-08-29,2022-09-04,1021574,3.538827577646207,62.250617433882006
HINDZINC,2020-05-11,2020-05-17,8645456,3.9927003709159243,50.85177874365718
HINDZINC,2020-10-19,2020-10-25,18313920,3.551001778287826,64.5633925756888
HINDZINC,2022-11-14,2022-11-20,8923137,4.077546527246135,73.07335170777097
HINDZINC,2024-04-08,2024-04-14,57299484,12.725672814009176,79.15704170917051
HIRECT,2021-06-07,2021-06-13,1326081,4.655793668952096,67.37337479664514
HLEGLAS,2024-01-01,2024-01-07,947034,3.0617764778656915,51.2907894658391
HLVLTD,2021-05-31,2021-06-06,11393819,6.0177069376643715,82.49999985098839
HLVLTD,2021-09-27,2021-10-03,7470428,5.43493715016567,54.97075622236157
HMT,2023-10-09,2023-10-15,607535,3.2281206689662194,92.56198233117264
HNDFDS,2023-09-18,2023-09-24,1231615,4.204260533991934,66.45878469657379
HOLMARC,2024-10-28,2024-11-03,522000,9.36322869955157,88.97427884766518
HOMEFIRST,2024-06-10,2024-06-16,8236245,7.84603923823792,64.49113444072032
HONDAPOWER,2022-11-07,2022-11-13,521669,8.567845812313006,82.53149608911122
HPL,2022-08-22,2022-08-28,2972213,7.451113095295296,74.45142025989361
HSCL,2022-01-10,2022-01-16,55396395,3.978532933743253,52.35772519957945
HUBTOWN,2021-12-13,2021-12-19,1496307,4.6335790202218154,70.24887015487067
HUBTOWN,2024-07-29,2024-08-04,7269177,6.313002305621248,79.63549954011681
HUDCO,2022-10-31,2022-11-06,19079186,3.246985015438161,67.04506985272528
HUHTAMAKI,2021-05-31,2021-06-06,2554266,4.221349308372931,55.74790311882017
HUHTAMAKI,2022-07-18,2022-07-24,781786,4.381696830994138,53.71850933197651
HUHTAMAKI,2024-01-08,2024-01-14,2296785,4.49343968781007,73.76717671829508
IBREALEST,2020-11-09,2020-11-15,63359269,8.478769588227827,57.622950671020924
ICIL,2024-02-19,2024-02-25,11579358,5.669114416138191,60.51345231865259
IDBI,2021-09-27,2021-10-03,311352760,4.145764166537676,81.30080709554477
IDBI,2023-07-03,2023-07-09,80509512,3.1597116155996585,79.83047446541971
IDBI,2023-07-31,2023-08-06,183270305,3.9682216782750124,77.17923766366323
IFBIND,2022-11-14,2022-11-20,1382952,5.6411600063361576,54.73349584322008
IFBIND,2024-01-01,2024-01-07,1057560,3.4401723187289273,59.21009851156846
IFBIND,2024-01-22,2024-01-28,2335784,7.459152890582588,74.69648444227164
IFGLEXPOR,2023-07-31,2023-08-06,1825104,4.206046913763283,90.10767080032932
IFGLEXPOR,2023-11-06,2023-11-12,1368233,7.386238635290095,76.31787502370332
IGARASHI,2024-04-22,2024-04-28,1024547,3.008570140711619,53.503459536608254
IGL,2022-08-08,2022-08-14,87603464,5.602296424371243,66.72144623654712
IGPL,2024-01-01,2024-01-07,634193,3.191812857648541,47.36163495410311
IGPL,2024-06-17,2024-06-23,1557935,5.202400060552496,85.47629175401482
IMFA,2021-01-11,2021-01-17,1755546,5.211959334620497,81.64170203203194
INDBANK,2023-12-18,2023-12-24,1373871,5.555479474673491,48.80952424202901
INDHOTEL,2022-11-28,2022-12-04,135172938,4.606284213633298,64.70389969049813
INDIACEM,2021-05-17,2021-05-23,50498273,3.791593219763766,62.59935758639812
INDIACEM,2023-11-27,2023-12-03,48960253,4.297256595595048,58.445435416507244
INDIAGLYCO,2021-09-27,2021-10-03,9320025,8.2825622908629,77.43070759675749
INDIAGLYCO,2023-08-07,2023-08-13,3151077,7.449155026579272,78.99997862198866
INDIAGLYCO,2024-01-01,2024-01-07,5830656,5.821755506123721,83.86335964684967
INDIAGLYCO,2024-07-08,2024-07-14,3177676,3.7030937814582874,63.356936414520334
INDIAMART,2021-08-30,2021-09-05,3136394,5.11577944669748,60.95420259498317
INDIANB,2022-01-31,2022-02-06,46228290,3.6976033503567844,48.420592851517746
INDIANHUME,2022-08-15,2022-08-21,603578,4.513711384150582,60.686308320567804
INDOAMIN,2024-09-02,2024-09-08,15094379,3.117071983577032,85.97585930329944
INDOCO,2024-08-19,2024-08-25,1743651,3.29368285345939,65.15522023591697
INDOSTAR,2020-11-30,2020-12-06,791081,11.797435948420707,61.82170107089481
INDOWIND,2020-05-25,2020-05-31,873898,3.4567359830597533,64.2857077792072
INDOWIND,2021-10-18,2021-10-24,3289736,5.617777737299715,62.585027026119164
INDOWIND,2023-12-04,2023-12-10,3361688,3.8391474063364375,79.49526863229869
INDRAMEDCO,2022-10-31,2022-11-06,2142394,3.8342736294515416,75.11622767142426
INDRAMEDCO,2022-11-07,2022-11-13,6627849,8.323881468643446,80.51603677041462
INDSWFTLAB,2021-01-04,2021-01-10,1809067,3.593855112809563,72.7402167812361
INDSWFTLAB,2023-05-22,2023-05-28,1328156,5.208087272270977,62.03592266151291
INDTERRAIN,2021-01-04,2021-01-10,9433403,3.6021314787372396,76.81661265042067
INFIBEAM,2023-09-04,2023-09-10,301210353,4.199065133702763,57.272720306086335
INOXGREEN,2024-06-17,2024-06-23,28398434,4.316779176816767,66.19425623914577
INOXGREEN,2024-12-02,2024-12-08,27860655,4.090976869564413,43.00283061294675
INOXWIND,2024-12-02,2024-12-08,93431544,3.3365550057369195,46.12677813496333
INSECTICID,2023-11-20,2023-11-26,868640,3.3683709820020575,74.44130138872042
INSECTICID,2024-06-17,2024-06-23,1090736,5.179289855600068,70.25563549707536
INTELLECT,2021-03-15,2021-03-21,14473805,4.699294203514258,90.05073038725281
INTELLECT,2022-03-21,2022-03-27,6743942,3.2278733537018276,68.68561406383871
INTELLECT,2024-02-26,2024-03-03,11226830,3.627058322960076,81.65963326699858
INTENTECH,2024-01-29,2024-02-04,5986120,3.3130409492175685,85.34155414415451
INTLCONV,2022-09-05,2022-09-11,2978630,4.512272436346559,56.79011843155562
INTLCONV,2024-09-16,2024-09-22,10821884,8.690146230555802,63.098805603725424
IOB,2022-10-31,2022-11-06,75691741,4.951942824138142,75.28736287370327
IOB,2023-07-03,2023-07-09,109738003,3.369784852896623,68.37209096014173
IOC,2023-05-15,2023-05-21,99647442,3.02821202145032,68.54595901436481
IOLCP,2023-08-28,2023-09-03,7425352,5.223750841124717,46.6977585789467
IONEXCHANG,2022-08-29,2022-09-04,2591430,3.3395003393499945,72.19791316588777
IONEXCHANG,2022-11-07,2022-11-13,2269530,4.448387044084739,80.13036666877193
IPCALAB,2024-04-01,2024-04-07,6834382,4.78595553922615,73.02766465148206
IRB,2021-09-27,2021-10-03,553681170,4.586760506585453,68.4109392970214
IRB,2022-01-31,2022-02-06,293646730,3.559830169620856,67.97990134622395
IRCON,2021-02-08,2021-02-14,123114396,8.145434379426206,76.99617107586548
IRCON,2022-10-31,2022-11-06,33769214,3.2149009478212545,76.82397100097054
IRCTC,2023-05-29,2023-06-04,20873061,4.262637221592874,61.612132598005786
IRCTC,2023-12-04,2023-12-10,29774106,4.474393976295544,59.449354050435595
IRFC,2022-10-31,2022-11-06,67041900,3.8634873735525086,81.07149895718905
IRFC,2023-04-24,2023-04-30,734784343,11.814985967502457,44.578328070278346
ISEC,2021-04-19,2021-04-25,9759266,3.727467037030931,51.89140391754988
ISGEC,2023-03-06,2023-03-12,836417,3.494588734038123,49.19436448641607
ISGEC,2023-11-13,2023-11-19,1860744,6.131588616281427,63.265978226256216
ISHAN,2023-10-16,2023-10-22,12384000,12.188976377952756,79.8261131978962
ITC,2021-09-13,2021-09-19,284655209,3.5507961565084467,66.86004668050437
ITDC,2023-07-24,2023-07-30,601470,4.501684005688197,86.01403496302805
ITDCEM,2022-06-06,2022-06-12,6654958,3.5945941931408445,57.334965849249095
ITI,2021-05-03,2021-05-09,6516331,4.420899198419159,49.41520611339125
IVC,2021-07-26,2021-08-01,10998351,4.814855004073904,84.90566914946427
IZMO,2024-12-09,2024-12-15,1902001,5.145220294844592,75.5713673501495
J&KBANK,2020-11-16,2020-11-22,33182331,7.098017382931494,61.28049377266134
J&KBANK,2022-01-10,2022-01-16,47099450,3.5058705781225763,59.32773089216881
JAGRAN,2021-02-15,2021-02-21,6983253,3.14968868464706,71.40255214835551
JAGRAN,2022-08-08,2022-08-14,6317408,7.262501532801962,57.93871454381467
JAGRAN,2023-07-17,2023-07-23,9289414,4.085109021536347,81.79443077204553
JAGRAN,2024-02-19,2024-02-25,13535864,4.02298637517687,73.97769068722403
JAGSNPHARM,2023-07-24,2023-07-30,2138611,9.033820683284954,79.81386004120765
JAYNECOIND,2021-03-08,2021-03-14,3259771,6.38871391641956,81.63265306122449
JBCHEPHARM,2020-09-14,2020-09-20,27567880,7.149622742165088,90.40676335232303
JINDALSAW,2022-11-14,2022-11-20,14077112,3.698550438294576,63.214103360826265
JINDALSAW,2024-07-29,2024-08-04,38025474,4.3684435916794015,66.28458636131487
JINDWORLD,2024-02-26,2024-03-03,22963514,8.892481910382843,69.57999120368453
JKCEMENT,2023-11-06,2023-11-12,2246472,6.297027760245586,58.691414360942204
JKIL,2021-06-07,2021-06-13,2559466,3.7374506436765498,52.65638047526555
JKIL,2023-12-11,2023-12-17,4223677,4.0673784909359725,69.69370406256434
JKPAPER,2022-03-07,2022-03-13,16023240,3.910379151985373,66.72540509519152
JKPAPER,2024-06-10,2024-06-16,22288686,5.532322869908408,69.68190571555508
JKPAPER,2024-12-02,2024-12-08,7014758,3.867717121822957,53.632540630483554
JKTYRE,2021-01-11,2021-01-17,40504862,4.65132026231905,74.56733878945863
JKTYRE,2022-11-28,2022-12-04,50075253,7.597102349076909,73.53588644300041
JMA,2023-10-30,2023-11-05,571031,3.3764841532639545,70.12131397234191
JMFINANCIL,2023-12-11,2023-12-17,85035382,4.551127839447999,59.65966400582588
JPASSOCIAT,2020-12-07,2020-12-13,262246112,7.351283419962496,78.94737219499171
JPPOWER,2020-12-07,2020-12-13,353916403,7.017766744752586,66.2337646252754
JSWENERGY,2024-05-27,2024-06-02,65660110,3.0935564145298344,65.68725600691775
JSWHL,2024-11-04,2024-11-10,536509,6.116060707391589,94.09430653032493
JSWSTEEL,2021-04-05,2021-04-11,199337520,4.572531006690833,86.14060793345207
