stock_symbol,week_start_date,week_end_date,weekly_volume,volume_multiple,rsi_value
APOLLOPIPE,2022-04-11,2022-04-17,2844204,10.291855458773112,56.2191162020204
APOLLOTYRE,2023-11-06,2023-11-12,34244877,3.6905241128848574,43.1314799455957
APTECHT,2021-07-26,2021-08-01,9278935,3.070035954644277,76.57021332366209
APTECHT,2023-01-02,2023-01-08,4886719,4.393920330026039,76.49166208098417
APTECHT,2023-04-03,2023-04-09,3401992,5.0649627918402595,65.33208348258123
APTUS,2022-08-22,2022-08-28,6191316,7.62979572144472,56.219962213497986
ARCHIES,2021-06-28,2021-07-04,10704815,3.4968919427015943,81.10465889946852
ARCHIES,2023-12-11,2023-12-17,3068606,6.710237177242035,60.224092599039466
ARIHANTSUP,2023-11-06,2023-11-12,1890272,3.3928224310472173,72.08300415492891
ARROWGREEN,2024-04-29,2024-05-05,2270613,11.25705172962276,67.35526371930479
ARSHIYA,2021-12-06,2021-12-12,2738201,3.3343554042609154,64.14141256022779
ARSHIYA,2023-09-04,2023-09-10,1671934,3.259112603991466,45.83333209156983
ARTEMISMED,2020-11-30,2020-12-06,612830,5.4687667321078,66.80903242304177
ARTEMISMED,2022-10-31,2022-11-06,2326348,3.2243781595611285,74.31076464396911
ARVIND,2023-04-10,2023-04-16,11623810,3.161202046964362,62.317322459111786
ARVINDFASN,2022-01-10,2022-01-16,2012671,3.289415356437458,45.84702009045754
ASAHIINDIA,2020-08-17,2020-08-23,1239249,6.1153692417774925,77.46479792563488
ASAHIINDIA,2024-06-17,2024-06-23,3229438,3.121650528888025,82.8265028349522
ASALCBR,2021-10-04,2021-10-10,2179650,7.113090187580769,58.90389986443391
ASALCBR,2024-12-02,2024-12-08,752430,3.7321435657315187,65.76352646526715
ASHAPURMIN,2023-07-17,2023-07-23,5356852,3.1066253791686806,58.405259107765424
ASHIANA,2021-07-12,2021-07-18,4155125,5.7153707210801885,63.025214360426155
ASHIMASYN,2020-11-23,2020-11-29,1050341,5.706767387085703,74.33155082941103
ASHIMASYN,2020-12-07,2020-12-13,3761506,8.68866940645422,79.8283263383571
ASHOKA,2020-08-10,2020-08-16,31890172,4.471722746084757,58.937198483089865
ASHOKA,2020-11-09,2020-11-15,8188450,4.611133876024679,61.70212765957447
ASHOKA,2021-10-04,2021-10-10,32639900,5.4762824149640545,53.445230194008985
ASHOKA,2022-11-28,2022-12-04,10569152,3.8660453510945896,52.250268871189895
ASHOKA,2024-01-08,2024-01-14,43340525,3.3614280110126926,68.35107235630255
ASIANTILES,2023-08-14,2023-08-20,13809957,4.610390570737082,51.66051224201
ASIANTILES,2024-06-10,2024-06-16,27619315,9.494348110210046,62.461653379597124
ASLIND,2021-12-13,2021-12-19,1464000,4.348514851485148,81.85254949028366
ASTERDM,2020-11-09,2020-11-15,3660822,4.017479795022846,63.275870784746736
ASTERDM,2022-05-23,2022-05-29,14278349,6.8566590075247085,53.6429401653938
ASTERDM,2022-07-11,2022-07-17,4670869,3.352419429505707,56.25231838503739
ASTRAL,2022-09-05,2022-09-11,6803711,3.2069317729750315,85.87491668966074
ATMASTCO,2024-12-09,2024-12-15,727600,6.176570458404075,46.61270448469326
ATMASTCO,2024-12-30,2025-01-05,796400,3.202680965147453,53.52870878895235
ATULAUTO,2023-08-21,2023-08-27,10062505,6.0332893507174585,66.65324933271589
AUBANK,2022-01-03,2022-01-09,37476930,3.5638134139498208,53.416955183482685
AURIONPRO,2022-07-25,2022-07-31,1449526,3.7866998960276286,42.3317017093039
AURUM,2020-07-27,2020-08-02,1074726,9.896795383387563,91.51341814935543
AUTOIND,2021-07-26,2021-08-01,572649,3.1051097621481225,83.25123652584833
AUTOIND,2022-04-11,2022-04-17,936422,5.958639208757458,62.82245846335288
AVADHSUGAR,2023-09-04,2023-09-10,2612456,4.907038925448379,80.12918775855182
AVADHSUGAR,2024-06-10,2024-06-16,1666334,7.00160438780105,53.53744886716802
AVANTIFEED,2022-01-10,2022-01-16,2788438,3.440998753018988,63.237907691377295
AVANTIFEED,2024-01-01,2024-01-07,4121456,4.255954811944475,53.556004710231875
AVONMORE,2024-01-01,2024-01-07,6070510,3.6198772406171362,76.0975660248088
AWHCL,2024-06-24,2024-06-30,3346413,4.625952130207384,58.51309411812827
AWHCL,2024-07-22,2024-07-28,17725864,7.025606045412731,82.98041468152505
AWL,2024-07-29,2024-08-04,59187287,9.531869438699504,64.09091083698868
AXISCADES,2020-11-16,2020-11-22,1091800,4.087668853146434,48.713693823528274
AXISCADES,2022-09-12,2022-09-18,2097982,4.017458925853502,71.39188047517763
AXITA,2023-04-03,2023-04-09,71507271,8.315217937337929,63.9620664278064
AYMSYNTEX,2022-01-03,2022-01-09,995148,6.283015651537058,57.627119406407104
BAGFILMS,2020-12-07,2020-12-13,3377381,9.794601445002328,80.43478846775409
BAIDFIN,2023-06-12,2023-06-18,4355267,7.211666121156291,66.39343676511267
BAJAJ-AUTO,2021-01-18,2021-01-24,11808483,3.5577512625588663,86.39102336724261
BAJAJCON,2022-12-05,2022-12-11,10585661,5.557887060216221,68.76290349329639
BAJAJCON,2024-04-29,2024-05-05,6718349,5.1753841279003785,64.93702916218047
BAJAJELEC,2021-12-13,2021-12-19,6635095,5.390205482901879,49.384677222320875
BAJAJHIND,2020-06-08,2020-06-14,32622785,3.4119639754416737,67.05882412339582
BAJAJHIND,2021-05-03,2021-05-09,220251778,7.2607491776670425,72.56097759539594
BAJAJHIND,2022-11-28,2022-12-04,70520798,4.626628088687887,74.14965677462214
BAJAJHIND,2024-01-29,2024-02-04,156549797,3.2284191926796835,62.24719272570663
BAJAJHLDNG,2022-09-05,2022-09-11,1069434,3.461642291072113,76.34928540826161
BALAJITELE,2023-08-14,2023-08-20,7439917,5.790753008656649,86.66666745523467
BALAMINES,2023-12-25,2023-12-31,2674961,3.756050664596635,71.90078636975542
BALMLAWRIE,2020-06-01,2020-06-07,3863443,4.912683242863831,54.39418198086959
BALMLAWRIE,2023-12-04,2023-12-10,11673987,3.775893638320479,58.1732310515704
BALRAMCHIN,2021-12-27,2022-01-02,12750644,3.272989051955371,51.63794015072384
BALRAMCHIN,2023-03-06,2023-03-12,16948487,3.060060906967469,54.70885979331106
BANCOINDIA,2023-02-13,2023-02-19,8431980,8.842968763928601,69.11766289729856
BANCOINDIA,2023-11-06,2023-11-12,3423256,3.8803788574652125,78.18572147207979
BANCOINDIA,2024-11-18,2024-11-24,19599750,12.029097284519397,83.32725845642452
BANKINDIA,2022-10-24,2022-10-30,72695914,4.035754165380826,68.17327125268555
BANKINDIA,2022-10-31,2022-11-06,152066989,5.90391213133798,78.77428923277054
BANKINDIA,2023-07-03,2023-07-09,85516463,3.2204131043547006,60.58806768633281
BASF,2021-05-03,2021-05-09,878877,4.580832518212096,72.24167252523095
BASF,2021-08-02,2021-08-08,1182974,5.818677562102509,87.5646621975935
BBL,2022-10-24,2022-10-30,915558,6.5964926606209655,75.34408255000443
BBL,2023-12-25,2023-12-31,1157458,4.311167726339863,76.46638011012169
BBTC,2022-11-28,2022-12-04,1154098,4.598848924303424,62.475245786941876
BCLIND,2023-05-15,2023-05-21,7992960,3.650011758823113,63.88193797044444
BDL,2023-09-04,2023-09-10,12315944,3.2463277002947963,57.8692810674419
BECTORFOOD,2022-08-01,2022-08-07,2042855,3.107511086727466,60.34376580753307
BEDMUTHA,2021-12-06,2021-12-12,632484,3.945823871434632,79.03579384383069
BEL,2022-07-18,2022-07-24,245700231,3.2596612248020267,57.731553358581536
BEL,2023-12-04,2023-12-10,181430801,3.252709588829479,67.07514712322993
BEPL,2023-12-11,2023-12-17,25257207,5.7422334203188194,65.07558792548986
BFINVEST,2023-02-06,2023-02-12,2431751,4.264849360163246,77.60877225001425
BGRENERGY,2023-10-09,2023-10-15,14733050,4.536638628948068,78.22966633806726
BGRENERGY,2024-12-09,2024-12-15,6436112,5.926727547476995,62.420647338303354
BHAGCHEM,2023-04-10,2023-04-16,859280,3.213202620081893,55.87820968298601
BHANDARI,2020-12-28,2021-01-03,4796979,3.299632650295761,89.36165901114975
BHARATWIRE,2023-01-16,2023-01-22,2708042,3.4154701075326677,47.249189851805006
BHARTIARTL,2021-08-02,2021-08-08,151348306,3.141736802404063,68.46613815911427
BHEL,2021-05-03,2021-05-09,731183580,3.7070095584428877,70.57710419931458
BIGBLOC,2020-12-07,2020-12-13,2116130,8.399785651909285,92.8832249964908
BIGBLOC,2020-12-14,2020-12-20,4662620,8.436509923010348,94.71697233283139
BIGBLOC,2021-11-08,2021-11-14,10593990,4.629522080271636,84.31741063056077
BIGBLOC,2022-11-07,2022-11-13,1819554,3.3184404613398115,71.20033610884106
BIL,2023-12-04,2023-12-10,1234253,14.41454940409107,86.93816625054545
BIL,2024-04-01,2024-04-07,639815,13.356888615179065,61.495283461053035
BIOCON,2024-01-01,2024-01-07,75059981,4.9847116102425595,57.22389828968687
BIRLACABLE,2021-12-27,2022-01-02,1654278,7.348879084461628,62.70462860626675
BIRLACABLE,2023-05-01,2023-05-07,2352536,7.805849403330334,65.33333608308277
BIRLAMONEY,2023-06-05,2023-06-11,801317,3.4287004047774583,52.988047082167654
BIRLAMONEY,2024-10-14,2024-10-20,1093932,4.526134465718813,59.36345620942137
BLUEDART,2020-08-24,2020-08-30,546541,3.3438389367410264,60.155766761947135
BLUEDART,2020-09-07,2020-09-13,1391607,5.990679967742213,72.70854345045466
BLUESTARCO,2024-04-01,2024-04-07,3545695,3.401541634015656,81.59191083803725
BLUESTARCO,2024-12-30,2025-01-05,5864884,4.210593675536888,58.74684504308918
BOMDYEING,2020-06-01,2020-06-07,14163927,4.3327251729652545,49.139705407696454
BOMDYEING,2024-06-24,2024-06-30,60843219,5.0172195846090055,71.79527210253156
BORORENEW,2024-01-01,2024-01-07,7946811,4.087033897593202,67.27800027728978
BORORENEW,2024-01-22,2024-01-28,28791609,5.543718364037892,88.79198843491741
BORORENEW,2024-12-02,2024-12-08,14593773,6.948073522940093,56.28540641976601
BOSCHLTD,2021-10-04,2021-10-10,993447,4.833241436573397,70.93794885841942
BPL,2021-08-30,2021-09-05,2816833,3.2616648291133292,68.07780517124633
BRIGHT,2021-02-08,2021-02-14,1089000,3.335375191424196,81.19266069119476
BRIGHT,2023-12-04,2023-12-10,4377000,8.150837988826815,85.05747643026244
BROOKS,2022-08-22,2022-08-28,608267,10.75395508776479,73.87640444576071
BSE,2021-07-12,2021-07-18,74318859,5.830179605158517,90.86505659886159
BSE,2024-09-16,2024-09-22,43458068,9.537644994578597,76.54994856440825
BSHSL,2022-09-12,2022-09-18,862120,3.5173018733213204,89.88546236502356
BSOFT,2022-11-28,2022-12-04,30628901,3.0063872562036407,53.51800930028987
BSOFT,2023-05-08,2023-05-14,31061856,5.120485664266114,66.5003955479643
BUTTERFLY,2024-06-24,2024-06-30,522646,5.2960053772793065,57.4244550233729
CALSOFT,2021-06-07,2021-06-13,3211981,9.972365744576148,81.24999354283067
CAMS,2023-07-03,2023-07-09,1070132,3.3245700468333754,68.62314935460415
CANBK,2022-10-17,2022-10-23,663814640,3.088291937735304,77.11679603519437
CANFINHOME,2021-03-08,2021-03-14,10812220,3.664538420863041,73.08879634798033
CANFINHOME,2021-08-30,2021-09-05,13897911,4.231157293472885,60.80441057198642
CANTABIL,2024-12-09,2024-12-15,2419604,5.299702700808373,61.86102560092138
CAPLIPOINT,2023-11-06,2023-11-12,2006049,5.468316026054281,68.34379299622871
CAREERP,2023-02-13,2023-02-19,1288377,12.64873541476792,63.04248753891072
CARERATING,2024-01-29,2024-02-04,1194202,3.0525114417865162,74.3430866879004
CARTRADE,2023-11-06,2023-11-12,5752230,7.9446575626262455,79.46117303445284
CASTROLIND,2023-12-18,2023-12-24,70622709,6.497270528855418,63.15787183345389
CASTROLIND,2025-02-03,2025-02-09,103157110,9.081238469958599,48.5512073431969
CCHHL,2020-12-07,2020-12-13,1424893,5.097186499490243,89.3616982421603
CEATLTD,2021-01-11,2021-01-17,3096564,3.189668290967824,74.13481056230215
CEATLTD,2022-07-04,2022-07-10,1374813,4.046152027495994,60.71293334183829
CELEBRITY,2021-12-06,2021-12-12,1363805,5.056429516863973,77.2532150897301
CELEBRITY,2022-08-01,2022-08-07,800756,4.2239535803771595,50.15873077384892
CENTENKA,2020-06-01,2020-06-07,696372,13.802390343487998,46.30405761185433
CENTURYPLY,2020-11-09,2020-11-15,3176255,3.0381217319219487,73.02680221245534
CESC,2023-11-13,2023-11-19,68481254,4.315956108891444,73.21866920202879
CESC,2023-12-04,2023-12-10,152129444,4.338542110960129,81.50234637338002
CGPOWER,2022-07-18,2022-07-24,21278482,3.5902327566476138,59.79032703244231
CGPOWER,2023-01-09,2023-01-15,25216007,4.252301165009229,70.98835226451632
CHALET,2023-07-10,2023-07-16,2324365,3.0303601181707007,77.77091443638955
CHAMBLFERT,2024-04-22,2024-04-28,28537834,4.714086569246196,63.04291437347132
CHAMBLFERT,2025-02-03,2025-02-09,17220994,3.0170595937074056,65.36294963316965
CHEMPLASTS,2023-05-01,2023-05-07,5091436,4.31714521315722,55.26912619892758
CHEMPLASTS,2023-08-21,2023-08-27,3540194,4.709890627432146,62.00440205863192
CHENNPETRO,2022-04-18,2022-04-24,44333963,4.732270493522369,87.30678257382667
CHOLAFIN,2023-04-03,2023-04-09,15514886,3.317551451559704,65.93904566323835
CHOLAHLDNG,2020-08-24,2020-08-30,1214666,4.469394626052881,92.17212702824904
CHOLAHLDNG,2022-10-31,2022-11-06,1290119,3.191436360218086,43.543491004603354
CHOLAHLDNG,2023-05-01,2023-05-07,1531623,3.4832848729777703,66.24895913832384
CIEINDIA,2020-08-17,2020-08-23,2549334,6.06219534959668,80.9095669175704
CIEINDIA,2024-05-20,2024-05-26,8585681,3.8585451644676474,67.15875922468678
CIPLA,2021-04-12,2021-04-18,68773331,4.143883567793893,63.29097331188411
CLEAN,2024-07-29,2024-08-04,3763738,3.8390714594026143,75.71571445028073
CMSINFO,2022-10-03,2022-10-09,3816675,3.983275497690923,78.62126077230964
COALINDIA,2023-09-04,2023-09-10,171897578,3.683703911108265,81.65738874366161
COCHINSHIP,2021-06-07,2021-06-13,12108116,3.537621588751242,55.476177021660654
COCHINSHIP,2022-08-22,2022-08-28,5969538,4.853970901566807,69.87780460849028
COFORGE,2023-02-13,2023-02-19,10298001,4.846695539648998,58.700266188421864
CONCOR,2021-05-24,2021-05-30,62224550,5.691966215256763,65.65671338413259
CONCOR,2022-03-21,2022-03-27,17889457,3.6240663542325477,58.806002045665466
CONSOFINVT,2023-10-09,2023-10-15,546537,7.6098515262764606,74.42284049671342
CONTROLPR,2022-01-10,2022-01-16,592105,6.870216164577476,66.61047241383744
CORALFINAC,2022-01-03,2022-01-09,531751,3.3923761261380996,45.980710302000375
COROMANDEL,2024-12-16,2024-12-22,5307473,3.043648987160792,63.50924376348807
COSMOFIRST,2020-07-13,2020-07-19,3958827,4.509565161260926,90.10908999792315
COSMOFIRST,2020-10-19,2020-10-25,2179812,4.02716786855767,64.00606673624853
COSMOFIRST,2022-04-04,2022-04-10,1784964,3.3484021765365752,75.38498715321097
COSMOFIRST,2024-06-17,2024-06-23,1956917,5.7166974374554504,74.87839208861206
COSMOFIRST,2024-12-02,2024-12-08,1053861,3.6441841258827106,65.68072933978385
COUNCODOS,2020-11-02,2020-11-08,733817,5.944052035576004,90.4761884938743
CRAFTSMAN,2024-06-24,2024-06-30,2759632,8.418440062475595,74.4134819474264
CREATIVE,2023-11-06,2023-11-12,518764,7.546865680327034,67.39759387213104
CREDITACC,2023-05-15,2023-05-21,5513103,6.767318297175017,76.02153956732067
CSBBANK,2023-07-10,2023-07-16,4409800,3.411815966604466,70.40357424988206
CSBBANK,2024-06-24,2024-06-30,5521020,3.8477349716328435,58.33555560548206
CSLFINANCE,2023-11-06,2023-11-12,1547593,7.848066837676909,62.64075288361237
CUB,2024-04-01,2024-04-07,47819185,3.3784576439790084,55.670768181309846
CUB,2024-06-17,2024-06-23,57888735,3.1896284943800786,71.08903688487977
CUMMINSIND,2021-08-09,2021-08-15,18134091,3.435024630275932,71.8675198930412
CUMMINSIND,2023-02-06,2023-02-12,6822576,3.107210903376495,68.79632736559446
CUMMINSIND,2024-02-05,2024-02-11,8709797,3.6854331235916167,93.03864859970113
CUPID,2022-04-18,2022-04-24,54220280,8.88211033395929,78.760228855086
CUPID,2022-11-14,2022-11-20,15130520,4.398611563328527,73.56528067706897
CUPID,2023-07-17,2023-07-23,34488820,7.735069840045214,59.99413207037861
CYBERTECH,2022-07-11,2022-07-17,904904,3.8979672421145737,41.13848082518514
CYIENT,2023-04-17,2023-04-23,7688669,4.619095365686616,88.58196574755726
DABUR,2022-11-28,2022-12-04,24995458,3.53216274716914,55.96435242067072
DAMODARIND,2024-01-01,2024-01-07,1187012,6.0052918886376165,63.621530274755266
DATAMATICS,2024-07-01,2024-07-07,3338699,3.2261644686969895,68.87632671822102
DATAPATTNS,2023-04-10,2023-04-16,2561112,3.7632521736447218,71.24636171955797
DATAPATTNS,2024-02-19,2024-02-25,5780579,6.547064583116645,71.39367761208649
DBL,2023-11-06,2023-11-12,17969817,3.063840028070994,60.19315970878136
DBL,2024-06-10,2024-06-16,11600792,4.461236806280172,59.68618708916212
DBOL,2024-09-23,2024-09-29,5017512,6.6151966557794335,56.72160654222871
DBREALTY,2023-07-31,2023-08-06,13353027,3.8319987751862725,47.349823131031854
DBSTOCKBRO,2024-04-29,2024-05-05,646786,5.271014632516431,69.20502033281396
DCAL,2023-02-13,2023-02-19,15889265,12.718429181326979,47.364214429405294
DCBBANK,2020-08-24,2020-08-30,53446128,6.036632760621135,81.00001261404242
DCBBANK,2024-01-01,2024-01-07,62157454,3.15064477702256,73.91930048698671
DCMNVL,2023-08-21,2023-08-27,562437,3.2803863415658383,61.042657071900145
DCMSRIND,2023-07-17,2023-07-23,12144367,6.918118982467964,88.58603703895295
DCMSRIND,2024-12-09,2024-12-15,2989445,5.435626326770884,58.02916536386824
DCW,2023-07-31,2023-08-06,33809576,5.2427920784310444,57.11423163020758
DEEPAKFERT,2022-01-10,2022-01-16,8019880,5.097672960105769,73.64129834135127
DEEPAKFERT,2023-06-05,2023-06-11,11240250,5.230136798692371,40.204291163246
DEEPAKNTR,2021-04-26,2021-05-02,13233183,3.1046213360995276,84.73963023464587
DELHIVERY,2023-02-20,2023-02-26,32045747,5.562605247508754,49.84852154913968
DELHIVERY,2024-01-29,2024-02-04,36629438,4.834400075686864,60.59926409481373
DELTACORP,2022-03-21,2022-03-27,67540184,4.076186293316755,62.64815276980992
DELTACORP,2024-06-10,2024-06-16,31334520,4.318125974900603,49.775886998207625
DEN,2023-07-24,2023-07-30,22403830,3.037693638507285,78.8235364867748
DESTINY,2022-05-23,2022-05-29,552842,4.50001627957456,65.72581107396266
DEVIT,2023-12-11,2023-12-17,1270938,8.382371757525926,61.43369337271969
DEVYANI,2023-09-04,2023-09-10,35734651,4.687702334181979,71.2637045179234
DGCONTENT,2021-06-07,2021-06-13,1551000,5.399314903176696,65.26316397077942
DHAMPURSUG,2023-06-05,2023-06-11,5036675,3.076781557423115,78.4629988926116
DHAMPURSUG,2023-09-04,2023-09-10,5378670,3.344061569158885,58.63429329200851
DHAMPURSUG,2024-08-26,2024-09-01,8656998,3.324465104180934,50.384513863924646
DHANBANK,2023-07-03,2023-07-09,24182333,3.9432100454428234,81.69013308854808
DHANUKA,2020-06-08,2020-06-14,1516447,5.154038575919789,69.50761730245517
DHRUV,2024-11-25,2024-12-01,695576,4.039627190796116,53.16296964044037
DIACABS,2024-10-14,2024-10-20,2570220,3.1082033824516424,69.54512975625617
DIAMONDYD,2021-07-05,2021-07-11,1537832,4.946870553468817,77.54425626202536
DIGISPICE,2023-07-31,2023-08-06,4304670,9.369918116672586,85.86957272900418
DIGISPICE,2024-06-24,2024-06-30,14993517,6.703482862289526,77.00054614340729
DIL,2021-07-26,2021-08-01,1052130,4.678899082568807,84.07080424115779
DISHTV,2020-12-07,2020-12-13,191095833,5.260751358213981,55.913976803907346
DISHTV,2021-09-06,2021-09-12,218505091,7.027825848529224,57.831325854942364
