Stock Symbol,Entry Date,Entry Price,Exit Date,Exit Price,Profit/Loss,Profit/Loss %,Profit or Loss,Days in Trade,Volume Multiple,RSI Value,Weekly Volume
EXCELINDUS,2020-06-12,689.3360595703125,2020-10-01,951.0302734375,261.6942138671875,37.96322711310225,Profit,111,3.476293162490167,59.95245347107206,592168
ESTER,2020-10-09,92.70594787597656,2020-11-19,127.20130157470703,34.49535369873047,37.209428832849945,Profit,41,4.303147058933063,79.62930292702256,5199664
FACT,2022-12-16,267.7723083496094,2022-12-30,372.2688293457031,104.49652099609375,39.024394135505915,Profit,14,12.478941310172337,85.78908054927581,79191295
ESABINDIA,2021-09-17,2141.185546875,2021-12-10,2921.972900390625,780.787353515625,36.465188860216344,Profit,84,3.1553119449696685,76.18594362557815,550136
FCL,2024-02-16,436.5805969238281,2025-01-10,299.3999938964844,-137.18060302734375,-31.421598667903737,Loss,329,6.689695476685042,76.1401090928234,14018617
FDC,2024-07-05,509.9930725097656,2024-10-04,513.4075927734375,3.414520263671875,0.6695228715300816,Profit,91,5.10433516919209,70.25998279533749,4534910
FDC,2023-11-24,401.5713195800781,2024-09-04,566.8514404296875,165.28012084960938,41.15834791748632,Profit,285,3.322429242971632,55.578581013100724,3322334
EXIDEIND,2022-07-29,156.64817810058594,2023-06-16,212.48805236816406,55.839874267578125,35.646679677131374,Profit,322,3.0525633634193268,51.98113625267564,22003851
ESSENTIA,2021-03-19,0.5737730264663696,2022-01-10,0.7809690237045288,0.20719599723815918,36.11114285280949,Profit,297,3.7315068315124633,88.1355321448205,1148518
FINCABLES,2023-07-21,991.0673828125,2023-10-13,992.8204345703125,1.7530517578125,0.1768852237713281,Profit,84,4.4503990116561525,64.42408687996215,8230674
FDC,2023-04-21,287.0133972167969,2023-08-10,404.8868103027344,117.8734130859375,41.06895853258769,Profit,111,12.13958950657244,61.391691889635865,3312983
FCSSOFT,2020-12-11,0.699999988079071,2021-01-01,0.949999988079071,0.25,35.71428632249638,Profit,21,6.453825801065158,64.28571611034661,38709533
FCL,2023-11-24,358.2799987792969,2024-03-13,343.0231018066406,-15.25689697265625,-4.258372508830622,Loss,110,3.7497382041778735,68.75025840542555,6203710
FINCABLES,2020-11-27,298.1435546875,2021-01-08,406.5198669433594,108.37631225585938,36.3503790546317,Profit,42,5.73230650292508,55.70253899634923,3017789
EXIDEIND,2022-09-09,169.19979858398438,2023-06-23,229.78359985351562,60.58380126953125,35.80607174272714,Profit,287,3.3332848324161604,72.3364400215629,39578668
FINCABLES,2023-02-17,673.143310546875,2023-07-19,965.87451171875,292.731201171875,43.48720348034869,Profit,152,10.47997078279756,72.65933223475521,9019903
FINPIPE,2023-09-01,246.0601806640625,2024-06-03,333.2054748535156,87.14529418945312,35.416252216944265,Profit,276,3.5601345282484806,81.48521058371638,19966970
EXCEL,2022-07-01,0.5099999904632568,2022-09-07,0.5099999904632568,0.0,0.0,Loss,68,8.095881455040743,52.511441250556246,43093365
FOCUS,2022-02-18,25.273048400878906,2022-03-29,17.690143585205078,-7.582904815673828,-30.003918385287154,Loss,39,12.062750992999627,80.46874782096135,5496875
FLEXITUFF,2020-08-21,7.900000095367432,2020-09-01,10.899999618530273,2.999999523162842,37.97467704996669,Profit,11,9.563479441927637,64.7058816458174,556255
FMNL,2024-10-18,14.149999618530273,2024-12-03,19.420000076293945,5.270000457763672,37.24382049355175,Profit,46,6.16535291747555,71.15384503165006,1683203
FSL,2023-02-03,110.91142272949219,2023-08-21,152.54193115234375,41.63050842285156,37.53491515872665,Profit,199,3.1369008558658855,62.61151171333461,23861653
FINPIPE,2020-06-26,99.98802947998047,2021-04-15,138.00230407714844,38.01427459716797,38.01882564830339,Profit,293,3.5718762885279856,72.25685611906793,3724955
FOCUS,2022-02-11,20.184778213500977,2022-02-25,19.571020126342773,-0.6137580871582031,-3.040697701338524,Loss,14,12.748555595182575,76.75054347682878,1936240
FOCUS,2021-07-16,10.097338676452637,2021-08-16,13.680904388427734,3.5835657119750977,35.490200208220244,Profit,31,4.6875,90.42855935695314,1875000
FRETAIL,2024-06-07,2.5999999046325684,2024-07-22,2.5299999713897705,-0.06999993324279785,-2.6923052234761657,Loss,45,10.929741854750887,51.85185021660771,3634917
FSL,2023-07-21,136.67364501953125,2023-12-15,184.6223907470703,47.94874572753906,35.082656733627736,Profit,147,3.516701203656535,76.600199262072,31086644
GENUSPAPER,2022-04-22,25.0,2022-05-10,17.450000762939453,-7.549999237060547,-30.19999694824219,Loss,18,3.5572628092433902,75.00000110378974,19984125
GEOJITFSL,2023-08-25,51.74256896972656,2023-12-15,70.02494812011719,18.282379150390625,35.33334257347609,Profit,112,3.3175992171980755,89.29351681794975,5386918
GANESHBE,2022-04-08,121.6500015258789,2022-08-25,122.3499984741211,0.6999969482421875,0.5754187747324169,Profit,139,3.395412446713641,66.11940368190068,2541503
FOCUS,2023-02-17,88.45020294189453,2023-04-10,122.79121398925781,34.34101104736328,38.82524845072754,Profit,52,3.245170886872547,80.33100568448722,2363485
GESHIP,2023-12-22,977.7236938476562,2024-07-09,1359.360595703125,381.63690185546875,39.03320582869432,Profit,200,3.6179238150353763,70.45566770664344,7752053
GENUSPOWER,2022-11-25,96.42488098144531,2023-07-04,140.28152465820312,43.85664367675781,45.48270449532315,Profit,221,4.503404343367449,68.88604361001417,8100085
FDC,2021-04-09,307.5991516113281,2021-11-12,303.0960388183594,-4.50311279296875,-1.4639548806879454,Loss,217,3.3117866806918497,42.500843304980165,2846171
GICL,2024-12-20,83.9000015258789,2025-01-10,114.1500015258789,30.25,36.05482651948393,Profit,21,5.154684095860566,52.8581033295968,1774500
GEPIL,2023-06-09,156.14999389648438,2023-11-17,211.85000610351562,55.70001220703125,35.670838542559366,Profit,161,6.5805178133168685,71.16868176865997,8281098
GINNIFILA,2023-06-09,27.049999237060547,2023-08-14,26.850000381469727,-0.1999988555908203,-0.7393673243317744,Loss,66,6.144423849772336,60.663507880152686,896708
GEOJITFSL,2023-06-23,44.9516716003418,2023-11-01,63.61872482299805,18.66705322265625,41.52693895039559,Profit,131,3.006780526383423,62.6911185040344,3486353
GIPCL,2023-07-07,104.93515014648438,2023-09-14,141.80422973632812,36.86907958984375,35.135109196848056,Profit,69,4.463012827268602,79.63447968394652,11892594
FMNL,2020-06-26,31.0,2020-07-10,20.649999618530273,-10.350000381469727,-33.387098004741055,Loss,14,7.366553475186143,79.16666642138006,945836
GAIL,2020-12-04,64.52288818359375,2021-05-11,90.50215148925781,25.979263305664062,40.26363982923786,Profit,158,3.389776932828342,65.89863044698694,416736166
GILLANDERS,2024-01-19,146.0500030517578,2024-02-23,101.94999694824219,-44.100006103515625,-30.19514219926944,Loss,35,3.1633947361681996,77.38990602322319,1255883
GANESHHOUC,2022-07-15,311.3126525878906,2022-12-23,314.2579040527344,2.94525146484375,0.9460750921494343,Profit,161,4.357683456309759,59.01576306922361,704076
GIPCL,2021-06-11,79.51166534423828,2021-08-10,77.9376220703125,-1.5740432739257812,-1.9796381664389906,Loss,60,5.010068651219808,50.85575429069639,13748435
GICHSGFIN,2023-11-24,197.40750122070312,2024-02-01,273.99432373046875,76.58682250976562,38.79630816264725,Profit,69,3.7006938332989914,61.9708159195221,4804324
GLOBALVECT,2024-04-26,229.60000610351562,2024-07-30,310.29998779296875,80.69998168945312,35.14807471436625,Profit,95,5.000776786247793,84.88735152695787,809014
GICRE,2023-11-24,299.354736328125,2024-02-08,429.97515869140625,130.62042236328125,43.633992221224524,Profit,76,6.612684109458053,89.56488269847856,32316217
GMBREW,2023-09-08,553.0748901367188,2024-07-02,796.4000244140625,243.32513427734375,43.99497041299314,Profit,298,8.366787589544922,81.2753152781052,1732084
GHCL,2022-01-14,414.6416931152344,2022-04-27,564.0139770507812,149.37228393554688,36.02442456119201,Profit,103,3.5412119289282815,49.61619498630144,3268479
GMDCLTD,2023-08-25,211.83766174316406,2023-09-29,308.9740295410156,97.13636779785156,45.8541540718201,Profit,35,6.339893949122488,79.1312680107945,69831715
GIPCL,2020-12-04,70.33723449707031,2021-01-18,70.20233154296875,-0.1349029541015625,-0.19179450978724644,Loss,45,4.570969214365293,55.58929828797385,5509425
GLOBAL,2021-12-24,10.10023021697998,2022-01-24,14.042213439941406,3.941983222961426,39.02864725137025,Profit,31,6.8793908073434045,73.7154326657342,983965
GLENMARK,2023-02-17,434.05584716796875,2023-05-12,610.2867431640625,176.23089599609375,40.600972696468894,Profit,84,5.422283226709804,56.81196181331452,14277958
GLOBUSSPR,2023-05-19,1009.8232421875,2023-07-27,1005.6032104492188,-4.22003173828125,-0.41789805997529683,Loss,69,8.865627659908384,69.74272668574025,2400843
GMDCLTD,2021-05-07,61.31666946411133,2021-06-30,61.45252990722656,0.13586044311523438,0.22157179165569474,Profit,54,5.682356349465265,63.44313734196263,31784998
GLOBE,2024-02-23,4.0,2024-06-06,2.700000047683716,-1.2999999523162842,-32.499998807907104,Loss,104,5.235123729678012,67.12036428511104,9030961
GOCLCORP,2023-10-06,511.1561584472656,2023-12-06,512.4443969726562,1.288238525390625,0.2520244555604956,Profit,61,7.499812214204135,78.80130635765866,4383209
GIPCL,2022-01-14,85.08470916748047,2023-08-07,115.43343353271484,30.348724365234375,35.6688348143684,Profit,570,4.422937092055183,48.41737329526152,4064733
GODFRYPHLP,2022-10-21,1372.428466796875,2022-12-09,1882.99755859375,510.569091796875,37.20187274958655,Profit,49,3.4235101023972874,76.92733870948432,1537277
GODREJAGRO,2024-06-21,609.17626953125,2024-07-15,855.28759765625,246.111328125,40.40067554082141,Profit,24,4.030096817465638,71.06990921855599,4365775
GNA,2023-01-06,350.2098388671875,2023-07-25,481.1388244628906,130.92898559570312,37.385867290083816,Profit,200,3.186992015247782,67.12010596238679,950872
GODFRYPHLP,2021-10-01,1187.635498046875,2022-11-11,1621.4700927734375,433.8345947265625,36.52927143387217,Profit,406,9.04657647458588,75.06561240657237,2649014
GOENKA,2020-06-12,1.0,2020-06-23,1.350000023841858,0.3500000238418579,35.00000238418579,Profit,11,4.125826913380278,89.47368470585577,5831397
GOLDIAM,2023-11-24,171.99034118652344,2024-03-13,166.8600311279297,-5.13031005859375,-2.9829059139024117,Loss,110,5.816707629103132,80.9628177263538,12413650
GNFC,2021-02-26,261.9485778808594,2021-05-11,360.65643310546875,98.70785522460938,37.68214968874697,Profit,74,3.7665255272101605,79.38296768746739,20419957
GODREJIND,2020-11-20,420.3500061035156,2021-05-24,569.25,148.89999389648438,35.42285993444621,Profit,185,4.146148221694292,59.72619731617398,1858976
GOKEX,2022-05-06,473.13067626953125,2022-07-13,315.5369873046875,-157.59368896484375,-33.30870240911338,Loss,68,6.268863682556318,62.296390083120194,14938512
GOCLCORP,2022-01-14,356.5942687988281,2022-02-24,243.6590118408203,-112.93525695800781,-31.670519366008087,Loss,41,3.12554146563737,61.5469101216804,530457
GPIL,2023-06-16,450.6204528808594,2023-08-31,616.0966796875,165.47622680664062,36.72186332172349,Profit,76,6.3119589733333905,66.47558383555912,9594711
GODREJIND,2023-01-06,451.29998779296875,2023-10-06,719.0999755859375,267.79998779296875,59.339684253619,Profit,273,4.030392566841587,52.98109270983389,4990864
GOLDTECH,2023-07-07,97.0999984741211,2023-08-01,97.5999984741211,0.5,0.5149330667942875,Profit,25,3.249291423310093,83.2145230866113,1464545
GOLDENTOBC,2021-07-30,82.25,2021-08-09,115.25,33.0,40.12158054711246,Profit,10,9.54647526991257,81.32935047415347,1777428
GOLDSTAR,2021-08-20,0.9822220206260681,2022-06-30,1.326665997505188,0.3444439768791199,35.067832897858594,Profit,314,15.0,57.77771155072627,1350000
GOODLUCK,2023-10-06,734.0952758789062,2024-01-01,995.327880859375,261.23260498046875,35.58565401033322,Profit,87,7.875219857100204,94.90052428351012,6277406
GOLDSTAR,2022-04-08,1.1311110258102417,2022-07-19,1.5311110019683838,0.3999999761581421,35.36345831936458,Profit,102,4.153846153846154,53.15324937426994,2430000
GOLDTECH,2021-09-03,20.299999237060547,2021-09-15,28.399999618530273,8.100000381469727,39.90148121129984,Profit,12,3.9231411355655057,78.98089024951825,1313569
GOODLUCK,2021-07-16,173.0231170654297,2021-07-27,242.54486083984375,69.52174377441406,40.180609940187374,Profit,11,5.524887878608588,91.86922844415278,14800647
GOLDTECH,2023-01-20,54.150001525878906,2023-01-25,76.8499984741211,22.699996948242188,41.92058413404403,Profit,5,8.770172385453826,50.99075261278953,1164961
GRAVITA,2021-05-07,105.15335845947266,2021-07-09,143.4087677001953,38.255409240722656,36.38058717398622,Profit,63,3.1205554405934244,67.91952145016435,2048382
GPTINFRA,2023-01-20,26.938505172729492,2023-07-28,36.666202545166016,9.727697372436523,36.11075414193401,Profit,189,3.010527587551416,44.58188747150908,1644588
GREENLAM,2023-06-09,472.67315673828125,2024-03-11,466.44305419921875,-6.2301025390625,-1.318057192427391,Loss,276,8.436827037132607,82.78481890528286,2757321
GPPL,2022-11-11,84.5882797241211,2023-07-31,116.92599487304688,32.33771514892578,38.22954581224849,Profit,262,3.863968414436522,68.96550493160674,15694882
GRAPHITE,2022-11-18,374.7000732421875,2023-03-24,259.3855895996094,-115.31448364257812,-30.775143075044063,Loss,126,4.186134770885289,47.63167086198798,7166339
GREAVESCOT,2021-06-11,141.54103088378906,2021-08-11,142.2532196044922,0.712188720703125,0.5031676795457685,Profit,61,3.1825321555486212,50.90115711914804,23405885
GREAVESCOT,2020-11-27,82.21038818359375,2021-02-17,114.6438217163086,32.433433532714844,39.451746001106216,Profit,82,7.6988422921245725,53.52271739920981,22362645
GRAVITA,2021-02-26,92.05823516845703,2021-03-25,90.2926025390625,-1.7656326293945312,-1.917951855326805,Loss,27,4.26560453897189,88.5942619026047,6141857
GREAVESCOT,2023-09-01,147.05870056152344,2024-12-05,198.58999633789062,51.53129577636719,35.041310428830144,Profit,461,3.7003030921820055,51.01415265105126,21603157
GUJALKALI,2023-09-01,696.915771484375,2024-03-13,695.0748291015625,-1.8409423828125,-0.26415564952583237,Loss,194,6.162096308694549,67.37775779653204,2412662
GPTINFRA,2023-12-29,80.4184799194336,2024-03-12,77.22953033447266,-3.1889495849609375,-3.9654437489439642,Loss,74,3.7556893535457423,93.63346973351993,2035168
GREENPANEL,2020-10-09,63.8309211730957,2020-11-09,87.27499389648438,23.444072723388672,36.728394785050014,Profit,31,3.9188988980096546,80.9414548111899,1367537
GULFPETRO,2024-08-30,80.98999786376953,2024-12-19,56.5099983215332,-24.479999542236328,-30.225954053503358,Loss,111,3.4255952799788547,65.54225999500783,8195071
GUJALKALI,2022-04-01,891.1892700195312,2022-06-20,615.3583984375,-275.83087158203125,-30.95087439461498,Loss,80,7.40283742163429,77.09220603824467,14599016
HARDWYN,2023-06-02,33.326786041259766,2023-06-21,32.71428680419922,-0.6124992370605469,-1.8378587011128267,Loss,19,5.958762847501335,82.15478503488842,51327507
GSFC,2022-07-22,149.98712158203125,2023-10-17,204.31597900390625,54.328857421875,36.222348191515465,Profit,452,4.483015642094564,46.4938495903141,40412146
GUJAPOLLO,2024-01-19,322.9883728027344,2024-03-21,226.0023193359375,-96.98605346679688,-30.02772286358161,Loss,62,3.9130368003704,88.48871576648929,1757907
GRINDWELL,2022-08-05,1926.784912109375,2022-11-18,1902.489013671875,-24.2958984375,-1.2609554021731362,Loss,105,4.050905678112384,63.534258508062194,939509
GREENPLY,2021-02-12,162.48599243164062,2021-11-01,228.10118103027344,65.61518859863281,40.38205854959327,Profit,262,5.011452960882406,78.39046952356246,17084272
GRINDWELL,2021-05-07,1017.8588256835938,2021-09-08,1383.4742431640625,365.61541748046875,35.920051804327734,Profit,124,7.550734314787519,75.52810911869341,1417298
HATSUN,2023-07-21,1052.4835205078125,2024-03-27,1028.5771484375,-23.9063720703125,-2.2714248351155097,Loss,250,7.190249749183716,89.46174692714004,1257782
GUJALKALI,2020-08-28,342.3164978027344,2021-08-03,470.14764404296875,127.83114624023438,37.342969754820054,Profit,340,6.174212129357213,65.88234261769249,4942499
HCG,2023-05-19,311.70001220703125,2024-09-13,423.0,111.29998779296875,35.70740565741244,Profit,483,4.701526948786241,66.64775258862642,1497796
HEIDELBERG,2023-10-06,187.23968505859375,2024-03-13,186.61167907714844,-0.6280059814453125,-0.3354021778282701,Loss,159,3.779266210850057,74.62644140402062,8410408
HBLPOWER,2023-06-09,139.39454650878906,2023-07-31,191.26229858398438,51.86775207519531,37.20931225377957,Profit,52,5.978976660735365,74.16067613644597,85178637
HBLPOWER,2022-09-02,87.07274627685547,2022-10-10,118.59758758544922,31.52484130859375,36.20517631126248,Profit,38,3.2574107632211953,53.90686628872525,46560133
HARSHA,2024-12-06,546.0999755859375,2025-01-27,370.04998779296875,-176.04998779296875,-32.23768461151752,Loss,52,3.7611572298336458,51.59381398010523,977815
GREENPOWER,2020-06-12,2.9004409313201904,2020-07-13,2.025705099105835,-0.8747358322143555,-30.158719068145366,Loss,31,9.569578597034132,71.01450596946688,9994621
HCLTECH,2020-09-18,692.1600952148438,2021-08-12,956.2958374023438,264.1357421875,38.16107631941903,Profit,328,3.019342593070282,89.58641122811362,82627813
HAVISHA,2022-01-14,3.700000047683716,2022-01-27,3.6500000953674316,-0.04999995231628418,-1.351350045186761,Loss,13,3.138054006032549,91.22807369778167,1662518
HCC,2021-12-10,17.399999618530273,2022-06-14,12.149999618530273,-5.25,-30.172414454589813,Loss,186,6.188105722247706,79.29687238065549,224097652
HEUBACHIND,2021-02-12,341.9103698730469,2021-05-10,465.25927734375,123.34890747070312,36.07638677835459,Profit,87,3.895078323399732,70.75068958426107,750022
HERITGFOOD,2023-12-22,269.2221374511719,2024-05-28,367.5238037109375,98.30166625976562,36.51321811438866,Profit,158,7.057774764279711,67.87480591202535,9361276
HERANBA,2023-12-29,396.9431457519531,2024-11-06,544.2999877929688,147.35684204101562,37.122908814023916,Profit,313,3.6125419656531648,59.15894940747543,1903517
HEUBACHIND,2023-06-09,385.5,2023-09-11,521.5999755859375,136.0999755859375,35.30479262929638,Profit,94,12.380948219357657,65.74386777393559,708345
HCG,2020-11-27,147.9499969482422,2021-06-14,210.10000610351562,62.15000915527344,42.00744199880961,Profit,199,6.330794221766569,68.6829208746189,1608601
HAPPSTMNDS,2022-07-22,979.7879638671875,2025-01-28,671.7999877929688,-307.98797607421875,-31.43414569603421,Loss,921,4.26484036631121,43.93258208883563,6185207
HGINFRA,2020-08-21,225.57350158691406,2021-02-11,306.0360107421875,80.46250915527344,35.670195563405315,Profit,174,6.147032311525199,66.15338807844583,1126332
HIKAL,2023-12-22,302.29180908203125,2024-11-29,411.1515808105469,108.85977172851562,36.01148574256439,Profit,343,3.7618671753883057,49.43184261678231,2743615
HFCL,2023-12-22,81.89864349365234,2024-02-20,110.71298217773438,28.81433868408203,35.18292544896098,Profit,60,8.885515596000772,61.621232064874185,362439922
HINDCON,2023-11-24,37.9244384765625,2023-12-21,58.03437042236328,20.10993194580078,53.02631430714215,Profit,27,5.17519273755327,73.34570382943606,1820161
HERCULES,2024-03-15,508.6364440917969,2024-09-27,513.6500244140625,5.013580322265625,0.9856903453345112,Profit,196,8.802590174835034,72.96170308758427,5811583
HINDCOPPER,2023-08-04,152.6417236328125,2023-12-19,207.15318298339844,54.51145935058594,35.712030795535334,Profit,137,5.231963806890907,91.48266022134193,151100128
HERCULES,2022-09-09,174.31349182128906,2023-03-28,171.0005645751953,-3.31292724609375,-1.9005569858529636,Loss,200,6.309374580423459,76.84919153777169,1080819
HGS,2022-07-15,1274.736572265625,2022-09-26,1240.31494140625,-34.421630859375,-2.700293661316744,Loss,73,3.0347466568291,61.98104471115506,1468391
HINDPETRO,2023-11-10,188.62245178222656,2023-12-28,262.9883728027344,74.36592102050781,39.42580552731163,Profit,48,3.788329344706798,63.337376981116854,89706205
HINDOILEXP,2023-02-17,148.14999389648438,2023-06-12,204.85000610351562,56.70001220703125,38.272031416112505,Profit,115,4.550977964794817,54.22924279477395,4698193
HIMATSEIDE,2024-09-20,168.82000732421875,2025-01-13,168.36000061035156,-0.4600067138671875,-0.2724835291493255,Loss,115,4.182904093287002,72.79889484039694,18783632
HIKAL,2020-07-31,151.2353973388672,2021-03-15,152.5498504638672,1.314453125,0.8691438301674514,Profit,227,3.124265835758686,75.38373880833394,16851764
HINDCOPPER,2023-12-22,225.94903564453125,2024-04-01,308.9598693847656,83.01083374023438,36.738742213898675,Profit,101,4.414896898237011,75.69533151803608,203588961
HINDCON,2021-07-16,12.469341278076172,2021-08-11,12.333698272705078,-0.13564300537109375,-1.0878121173055422,Loss,26,5.502511190253363,87.09957030923758,4331265
HINDZINC,2024-04-12,409.0939636230469,2024-05-16,562.4815673828125,153.38760375976562,37.494467628249396,Profit,34,12.725672814009176,79.15704170917051,57299484
HLEGLAS,2024-01-05,564.6995849609375,2024-10-07,386.6000061035156,-178.09957885742188,-31.53881879862578,Loss,276,3.0617764778656915,51.2907894658391,947034
HINDZINC,2020-10-23,142.6029815673828,2021-01-07,201.5041961669922,58.901214599609375,41.30433596283354,Profit,76,3.551001778287826,64.56337619997424,18313920
HINDZINC,2020-05-15,104.58800506591797,2020-08-07,150.51710510253906,45.929100036621094,43.91430930121831,Profit,84,3.9927003709159243,50.85178442297779,8645456
HILTON,2023-01-13,87.55000305175781,2023-04-10,118.30000305175781,30.75,35.122785754583255,Profit,87,3.3336950092917017,57.039582308481314,3440121
HIMATSEIDE,2020-12-11,145.36795043945312,2021-03-25,141.74859619140625,-3.619354248046875,-2.48978831792388,Loss,104,3.154001446136792,70.07545314269169,4683300
HINDWAREAP,2020-08-21,87.4218978881836,2020-11-17,123.93367767333984,36.51177978515625,41.76502760424672,Profit,88,3.397476276662325,63.261165549874256,1673795
HONDAPOWER,2022-11-11,2167.605224609375,2022-12-22,2145.478271484375,-22.126953125,-1.0208017988601936,Loss,41,8.567845812313006,82.5315133548796,521669
HSCL,2022-01-14,53.116336822509766,2022-02-22,53.06660461425781,-0.049732208251953125,-0.09362883667625166,Loss,39,3.978532933743253,52.357725787679584,55396395
HLVLTD,2021-06-04,10.850000381469727,2021-10-21,10.949999809265137,0.09999942779541016,0.9216536799961261,Profit,139,6.0177069376643715,82.49999985098839,11393819
HOMEFIRST,2024-06-14,1072.300048828125,2024-11-11,1061.300048828125,-11.0,-1.0258322763317507,Loss,150,7.84603923823792,64.49113444072032,8236245
HPL,2022-08-26,76.3590316772461,2022-12-01,111.85057830810547,35.491546630859375,46.47982805868314,Profit,97,7.451113095295296,74.45140846582004,2972213
HUBTOWN,2024-08-02,272.6099853515625,2024-10-14,267.54998779296875,-5.05999755859375,-1.8561306740353944,Loss,73,6.313002305621248,79.63549954011681,7269177
HIRECT,2021-06-11,168.81898498535156,2021-10-20,169.81126403808594,0.992279052734375,0.5877769332758742,Profit,131,4.655793668952096,67.37338704035022,1326081
HLVLTD,2021-10-01,11.199999809265137,2022-12-21,12.699999809265137,1.5,13.39285737093614,Profit,446,5.43493715016567,54.97075622236157,7470428
HEROMOTOCO,2022-01-21,2528.344482421875,2023-11-23,3523.0078125,994.663330078125,39.34049877275216,Profit,671,3.4753247769200115,41.752530560973064,6397251
HUHTAMAKI,2021-06-04,289.478271484375,2021-12-27,202.45449829101562,-87.02377319335938,-30.062281616897312,Loss,206,4.221349308372931,55.747900367303636,2554266
HUDCO,2022-11-04,36.48963165283203,2022-12-13,50.534690856933594,14.045059204101562,38.490548048630416,Profit,39,3.246985015438161,67.0450830513666,19079186
HINDWAREAP,2022-09-02,371.7033996582031,2023-02-23,371.95294189453125,0.249542236328125,0.06713477373561094,Profit,174,3.538827577646207,62.25061612185169,1021574
HMT,2023-10-13,69.69999694824219,2023-11-21,48.70000076293945,-20.999996185302734,-30.12912066681568,Loss,39,3.2281206689662194,92.56198233117264,607535
ICIL,2024-02-23,322.0033264160156,2024-07-01,444.2830505371094,122.27972412109375,37.974677306008054,Profit,129,5.669114416138191,60.51345231865259,11579358
HINDZINC,2022-11-18,239.1715545654297,2024-04-08,326.176513671875,87.00495910644531,36.37763665688911,Profit,507,4.077546527246135,73.07336423031123,8923137
HUHTAMAKI,2024-01-12,324.94036865234375,2024-08-19,439.45001220703125,114.5096435546875,35.24020238839647,Profit,220,4.49343968781007,73.76717671829508,2296785
IDBI,2021-10-01,48.28315353393555,2021-11-22,46.204898834228516,-2.0782546997070312,-4.304306052102291,Loss,52,4.145764166537676,81.30079770497792,311352760
IGARASHI,2024-04-26,539.8923950195312,2024-08-26,747.0999755859375,207.20758056640625,38.37942198813715,Profit,122,3.008570140711619,53.503459536608254,1024547
IFGLEXPOR,2023-08-04,466.4354553222656,2023-11-10,641.69921875,175.26376342773438,37.57513744461012,Profit,98,4.206046913763283,90.10767080032932,1825104
IDBI,2023-08-04,62.85223388671875,2024-01-31,85.18001556396484,22.327781677246094,35.52424519626207,Profit,180,3.9682216782750124,77.1792264209752,183270305
IDBI,2023-07-07,56.507991790771484,2024-01-24,82.81936645507812,26.31137466430664,46.56221860038503,Profit,201,3.1597116155996585,79.83047446541971,80509512
IFBIND,2024-01-05,987.9500122070312,2024-01-31,1362.550048828125,374.60003662109375,37.91690186675092,Profit,26,3.4401723187289273,59.21009851156846,1057560
IGPL,2024-01-05,514.4901123046875,2024-08-22,695.5482177734375,181.05810546875,35.191756097642,Profit,230,3.191812857648541,47.36163495410311,634193
IGPL,2024-06-21,593.47119140625,2024-09-26,592.2000122070312,-1.27117919921875,-0.2141939183613384,Loss,97,5.202400060552496,85.47629175401482,1557935
INDIAGLYCO,2021-10-01,822.1637573242188,2021-10-20,782.4067993164062,-39.7569580078125,-4.835649547141784,Loss,19,8.2825622908629,77.43068087296207,9320025
HUHTAMAKI,2022-07-22,184.9329833984375,2022-11-17,186.4468231201172,1.5138397216796875,0.8185882766072794,Profit,118,4.381696830994138,53.71851048143665,781786
IBREALEST,2020-11-14,63.25,2021-01-07,89.55000305175781,26.300003051757812,41.58103249289773,Profit,54,8.478769588227827,57.622950671020924,63359269
INDIAGLYCO,2024-01-05,937.5336303710938,2024-08-12,1279.656494140625,342.12286376953125,36.49179642058413,Profit,220,5.821755506123721,83.86335964684967,5830656
IFGLEXPOR,2023-11-10,641.69921875,2023-12-01,866.4076538085938,224.70843505859375,35.01771990564602,Profit,21,7.386238635290095,76.31787502370332,1368233
INDIAGLYCO,2024-07-12,986.571533203125,2024-08-30,1387.5999755859375,401.0284423828125,40.64869387430874,Profit,49,3.7030937814582874,63.356936414520334,3177676
INDIACEM,2023-12-01,253.14999389648438,2024-07-18,344.75,91.60000610351562,36.18408386806906,Profit,230,4.297256595595048,58.445435416507244,48960253
INDIAGLYCO,2023-08-11,721.4380493164062,2024-06-04,705.3611450195312,-16.076904296875,-2.2284525070598304,Loss,298,7.449155026579272,79.00000076350099,3151077
IFBIND,2022-11-18,1084.5,2023-03-27,756.7000122070312,-327.79998779296875,-30.225909432270058,Loss,129,5.6411600063361576,54.73349584322008,1382952
INDHOTEL,2022-12-02,322.7268981933594,2023-12-06,436.63653564453125,113.90963745117188,35.29598496092006,Profit,369,4.606284213633298,64.70389969049813,135172938
INDOCO,2024-08-23,362.2757568359375,2025-01-28,247.35000610351562,-114.92575073242188,-31.723279453244746,Loss,158,3.29368285345939,65.15522023591697,1743651
IGL,2022-08-12,196.20260620117188,2023-10-20,193.30113220214844,-2.9014739990234375,-1.4788152182078962,Loss,434,5.602296424371243,66.72147138640861,87603464
HUBTOWN,2021-12-17,47.900001525878906,2021-12-31,66.55000305175781,18.650001525878906,38.935283782408405,Profit,14,4.6335790202218154,70.24887015487067,1496307
INDOWIND,2021-10-22,9.300987243652344,2021-11-15,12.75964641571045,3.4586591720581055,37.185936088865624,Profit,24,5.617777737299715,62.585027026119164,3289736
